,wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
626,dyi,dyir1250,Dyirbal,-17.8333333333,145.583333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
627,dym,djim1235,Dyimini,8.41666666667,-4.41666666667,Africa,Senufo,Niger-Congo,False,False
628,dyu,dyul1238,Dyula,9.83333333333,-4.66666666667,Africa,Western Mande,Mande,False,False
629,ebi,ebir1243,Ebira,8.16666666667,7.0,Africa,Nupoid,Niger-Congo,False,False
630,edo,edol1239,Edolo,-6.16666666667,142.666666667,Papunesia,Bosavi,Bosavi,False,False
631,efi,efik1245,Efik,4.91666666667,8.5,Africa,Cross River,Niger-Congo,False,False
632,ega,egaa1242,Ega,5.5,-5.5,Africa,Ega,Niger-Congo,False,False
633,egn,enge1239,Engenni,5.16666666667,6.38333333333,Africa,Edoid,Niger-Congo,False,False
634,eip,eipo1242,Eipo,-4.33333333333,140.083333333,Papunesia,Mek,Trans-New Guinea,False,False
635,eja,ejag1239,Ejagham,5.41666666667,8.66666666667,Africa,Bantoid,Niger-Congo,False,False
636,eka,ekar1243,Ekari,-3.83333333333,135.5,Papunesia,Wissel Lakes-Kemandoga,Trans-New Guinea,False,True
637,eko,koti1238,Ekoti,-16.5,39.5,Africa,Bantoid,Niger-Congo,False,False
638,els,else1239,Elseng,-3.0,140.5,Papunesia,Morwap,Morwap,False,False
639,emb,nort2972,Emberá (Northern),6.83333333333,-77.1666666667,South America,Choco,Choco,False,False
640,emc,embe1262,Embera Chami,5.0,-76.0,South America,Choco,Choco,False,False
641,eme,emer1243,Émérillon,3.16666666667,-52.4166666667,South America,Tupi-Guaraní,Tupian,False,False
642,eml,emba1238,Embaloh,1.16666666667,112.333333333,Papunesia,South Sulawesi,Austronesian,False,False
643,emm,amii1238,Emmi,-13.5,130.0,Australia,Wagaydy,Western Daly,False,False
644,ena,enga1252,Enga,-5.5,143.666666667,Papunesia,Engan,Trans-New Guinea,False,False
645,ene,enet1250,Enets,67.5,86.5,Eurasia,Samoyedic,Uralic,False,False
646,eng,stan1293,English,52.0,0.0,Eurasia,Germanic,Indo-European,True,True
647,eno,engg1245,Enggano,-5.41666666667,102.25,Papunesia,Enggano,Austronesian,False,False
648,eny,enya1247,Enya,-0.5,25.25,Africa,Bantoid,Niger-Congo,False,False
649,epe,epen1239,Epena Pedee,3.0,-77.0,South America,Choco,Choco,False,True
650,erk,sout2856,Efate (South),-17.75,168.416666667,Papunesia,Oceanic,Austronesian,False,False
651,err,siee1239,Erromangan,-18.8333333333,169.166666667,Papunesia,Oceanic,Austronesian,False,False
652,ese,esee1248,Ese Ejja,-11.0,-66.0,South America,Tacanan,Tacanan,False,False
653,esm,atac1235,Esmeraldeño,0.333333333333,-79.8333333333,South America,Tacame,Tacame,False,False
654,ess,esse1238,Esselen,36.25,-121.75,North America,Esselen,Esselen,False,False
655,est,esto1258,Estonian,59.0,26.0,Eurasia,Finnic,Uralic,False,False
656,ets,yekh1238,Etsako,7.25,6.5,Africa,Edoid,Niger-Congo,False,False
657,eud,opat1246,Eudeve,29.1666666667,-109.666666667,North America,Opata-Eudeve,Uto-Aztecan,False,False
658,eve,even1259,Evenki,56.0,125.0,Eurasia,Tungusic,Altaic,False,True
659,evn,even1260,Even,68.0,130.0,Eurasia,Tungusic,Altaic,False,False
660,ewa,ewee1241,Ewe (Anglo),6.0,1.0,Africa,Kwa,Niger-Congo,False,False
661,ewe,None,Ewe,6.33333333333,0.416666666667,Africa,Kwa,Niger-Congo,False,True
662,ewo,ewon1239,Ewondo,4.0,12.0,Africa,Bantoid,Niger-Congo,False,False
663,eya,eyak1241,Eyak,60.5,-145.0,North America,Eyak,Na-Dene,False,False
664,far,faro1244,Faroese,62.0,-7.0,Eurasia,Germanic,Indo-European,False,False
665,fas,fasu1242,Fasu,-6.58333333333,143.333333333,Papunesia,Fasu,Trans-New Guinea,False,False
666,fbf,west2454,Fula (Burkina Faso),14.0,0.0,Africa,Peul-Serer,Niger-Congo,False,False
667,fea,east2288,Frisian (Eastern),53.5833333333,7.5,Eurasia,Germanic,Indo-European,False,False
668,fef,fefe1239,Fe'fe',5.25,10.1666666667,Africa,Bantoid,Niger-Congo,False,False
669,fgu,pula1262,Fula (Guinean),11.5,-12.5,Africa,Peul-Serer,Niger-Congo,False,False
670,fij,fiji1243,Fijian,-17.8333333333,178.0,Papunesia,Oceanic,Austronesian,True,True
671,fin,finn1318,Finnish,62.0,25.0,Eurasia,Finnic,Uralic,True,True
672,fio,koon1244,Fiote,-5.5,14.0,Africa,Bantoid,Niger-Congo,False,False
673,fiw,west2519,Fijian (Wayan),-17.0,177.3,Papunesia,Oceanic,Austronesian,False,False
674,fli,None,Ful (Liptako),13.5,0.5,Africa,Peul-Serer,Niger-Congo,False,False
675,fma,pula1263,Fula (Mauritanian),16.5,-13.75,Africa,Peul-Serer,Niger-Congo,False,False
676,fni,nige1253,Fulfulde (Nigerian),10.25,11.25,Africa,Peul-Serer,Niger-Congo,False,False
677,fno,nort2626,Frisian (North),54.5,9.0,Eurasia,Germanic,Indo-European,False,False
678,foe,foii1241,Foe,-6.5,143.5,Papunesia,Kutubuan,Trans-New Guinea,False,False
679,fon,fonn1241,Fongbe,6.41666666667,2.16666666667,Africa,Kwa,Niger-Congo,False,False
680,for,fore1270,Fore,-6.75,145.5,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
681,fox,mesk1242,Fox,43.0,-83.0,North America,Algonquian,Algic,False,False
682,fqs,fass1245,Momu,-3.0,141.583333333,Papunesia,Baibai-Fas,Baibai-Fas,False,False
683,frd,ford1242,Fordata,-6.75,131.5,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
684,fre,stan1290,French,48.0,2.0,Eurasia,Romance,Indo-European,True,True
685,fri,None,Frisian,53.0,5.0,Eurasia,Germanic,Indo-European,False,False
686,frw,west2354,Frisian (Western),53.0,6.0,Eurasia,Germanic,Indo-European,False,False
687,fsl,finn1310,Finnish Sign Language,62.0,26.0,Eurasia,Sign Languages,other,False,False
688,fua,adam1253,Fulfulde (Adamawa),9.16666666667,13.5,Africa,Peul-Serer,Niger-Congo,False,False
689,fue,east2447,Futuna (East),-14.3333333333,-178.166666667,Papunesia,Oceanic,Austronesian,False,False
690,ful,fuln1247,Fulniô,-8.0,-37.5,South America,Yatê,Yatê,False,False
691,fum,maas1239,Fulfulde (Maasina),15.0,-5.0,Africa,Peul-Serer,Niger-Congo,False,False
692,fur,furr1244,Fur,13.5,25.0,Africa,Fur,Fur,False,True
693,fus,None,Fula (Senegal),15.0,-14.0,Africa,Peul-Serer,Niger-Congo,False,False
694,fut,futu1245,Futuna-Aniwa,-19.5333333333,170.216666667,Papunesia,Oceanic,Austronesian,False,False
695,fuz,mind1253,Fuzhou,26.0,119.5,Eurasia,Chinese,Sino-Tibetan,False,False
696,fye,fyam1238,Fyem,9.58333333333,9.33333333333,Africa,Platoid,Niger-Congo,False,False
697,ga,gaaa1244,Gã,5.66666666667,-0.166666666667,Africa,Kwa,Niger-Congo,False,False
698,gaa,gaga1251,Gaagudju,-12.5833333333,132.833333333,Australia,Gaagudju,Gaagudju,False,False
699,gad,gade1242,Gade,8.66666666667,7.41666666667,Africa,Nupoid,Niger-Congo,False,False
700,gae,scot1245,Gaelic (Scots),57.0,-4.0,Eurasia,Celtic,Indo-European,False,False
701,gag,gaga1249,Gagauz,46.3333333333,28.6666666667,Eurasia,Turkic,Altaic,False,False
702,gah,alek1238,Gahuku,-6.0,145.416666667,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
703,gal,None,Galo,28.1666666667,94.6666666667,Eurasia,Tani,Sino-Tibetan,False,False
704,gam,gamo1243,Gamo,6.66666666667,37.25,Africa,North Omotic,Afro-Asiatic,False,False
705,gan,None,Great Andamanese,12.0,92.6666666667,Eurasia,Great Andamanese,Great Andamanese,False,False
706,gap,gapa1238,Gapapaiwa,-9.75,149.833333333,Papunesia,Oceanic,Austronesian,False,False
707,gar,garo1247,Garo,25.6666666667,90.5,Eurasia,Bodo-Garo,Sino-Tibetan,False,True
708,gau,bava1246,German (Upper Austrian),47.0,14.0,Eurasia,Germanic,Indo-European,False,False
709,gav,gavi1246,Gavião,-10.6666666667,-62.0,South America,Monde,Tupian,False,False
710,gay,gayo1244,Gayo,4.5,97.5,Papunesia,Northwest Sumatra-Barrier Islands,Austronesian,False,False
711,gba,None,German (Bavarian),49.0,11.5,Eurasia,Germanic,Indo-European,False,False
712,gbb,gbay1287,Gbeya Bossangoa,6.66666666667,17.5,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
713,gbc,uppe1455,Guinea Bissau Crioulo,12.0,-15.0,Africa,Creoles and Pidgins,other,False,False
714,gbe,None,German (Bern),47.0,7.41666666667,Eurasia,Germanic,Indo-European,False,False
715,gbk,nort2775,Gbaya (Northwest),6.0,15.0,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
716,gbl,stan1295,German (Berlin),52.5,13.3333333333,Eurasia,Germanic,Indo-European,False,False
717,gbs,sout2785,Gbaya (Southwest),4.7,14.96,Africa,Gbaya-Manza-Ngbaka,Niger-Congo,False,False
718,gcy,mode1248,Greek (Cypriot),34.75,33.0,Eurasia,Greek,Indo-European,False,False
719,gdb,bodo1267,Gutob,19.0,83.6666666667,Eurasia,Munda,Austro-Asiatic,False,False
720,gdf,gudu1252,Guduf,11.2333333333,13.8,Africa,Biu-Mandara,Afro-Asiatic,False,False
721,gdi,None,Godié,5.41666666667,-5.83333333333,Africa,Kru,Niger-Congo,False,False
722,gdk,pott1240,Gadaba (Kondekor),18.75,83.5,Eurasia,Central Dravidian,Dravidian,False,False
723,gdl,guad1242,Guadeloupe Creole,16.25,-61.5,North America,Creoles and Pidgins,other,False,False
724,gdr,gida1247,Gidar,10.0,14.0,Africa,Biu-Mandara,Afro-Asiatic,False,False
725,gds,gads1258,Gadsup,-6.25,146.0,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
726,gel,gela1263,Gela,-9.08333333333,160.25,Papunesia,Oceanic,Austronesian,False,False
727,geo,nucl1302,Georgian,42.0,44.0,Eurasia,Kartvelian,Kartvelian,True,True
728,ger,None,German,52.0,10.0,Eurasia,Germanic,Indo-European,True,True
729,gfr,guia1246,Guianese French Creole,5.0,-53.0,South America,Creoles and Pidgins,other,False,False
730,ggd,guga1239,Gugadj,-18.5,140.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
731,ggu,gure1255,Gureng Gureng,-25.25,151.0,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
732,gha,None,German (Hannover),52.4166666667,9.66666666667,Eurasia,Germanic,Indo-European,False,False
733,ghb,guah1255,Guahibo,5.0,-69.0,South America,Guahiban,Guahiban,False,False
734,gho,ghot1243,Ghotuo,7.08333333333,5.75,Africa,Edoid,Niger-Congo,False,False
735,ghr,gahr1239,Bunan,32.5,77.0,Eurasia,Bodic,Sino-Tibetan,False,False
736,gid,None,Gidabal,-28.4166666667,152.416666667,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
737,gil,gila1241,Gilaki,37.3333333333,50.0,Eurasia,Iranian,Indo-European,False,False
738,gim,benc1235,Gimira,7.0,35.75,Africa,North Omotic,Afro-Asiatic,False,False
739,gir,gula1265,Gula Iro,10.25,19.4166666667,Africa,Bua,Niger-Congo,False,False
740,git,gitx1241,Gitksan,55.3333333333,-127.75,North America,Tsimshianic,Penutian,False,False
741,giz,maro1246,Giziga,10.3333333333,14.1666666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
742,gji,guri1247,Gurindji,-17.6666666667,130.666666667,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
743,gjj,guaj1255,Guajajara,-5.0,-46.0,South America,Tupi-Guaraní,Tupian,False,False
744,gku,puel1244,Gününa Küne,-41.0,-67.0,South America,Puelche,Chon,False,False
745,gla,qaua1234,Gelao,22.9166666667,105.5,Eurasia,Kadai,Tai-Kadai,False,False
746,glc,gali1258,Galician,43.0,-8.0,Eurasia,Romance,Indo-European,False,False
747,gll,gale1259,Galela,2.41666666667,128.333333333,Papunesia,North Halmaheran,West Papuan,False,False
748,gln,goli1247,Golin,-6.33333333333,144.75,Papunesia,Chimbu,Trans-New Guinea,False,False
749,glp,dhan1270,Gaalpu,-12.6666666667,136.75,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
750,gma,None,German (Mansfeldisch),51.5833333333,11.5,Eurasia,Germanic,Indo-European,False,False
751,gmb,guam1248,Guambiano,2.5,-76.6666666667,South America,Barbacoan,Barbacoan,False,False
752,gml,gami1243,Gamilaraay,-29.8333333333,149.5,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
753,gmt,guma1253,Gumatj,-12.5,135.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
754,gmw,guma1254,Gumawana,-9.25,150.833333333,Papunesia,Oceanic,Austronesian,False,False
755,gmz,gumu1244,Gumuz,12.5,35.8333333333,Africa,Gumuz,Gumuz,False,False
756,gna,guan1268,Guana,-22.0,-58.0,South America,Mascoian,Mascoian,False,False
757,gnb,kunb1251,Gunbalang,-12.0,134.0,Australia,Gunwinygic,Gunwinyguan,False,False
758,gnd,gaan1243,Ga'anda,10.3333333333,12.5833333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
759,gnn,kwin1241,Gunin,-14.25,126.666666667,Australia,Worrorran,Worrorran,False,False
760,gno,guan1269,Guanano,0.833333333333,-69.5,South America,Tucanoan,Tucanoan,False,False
761,gny,guny1241,Gunya,-26.5,146.5,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
762,goa,wayu1243,Goajiro,12.0,-72.0,South America,Caribbean Arawakan,Arawakan,False,False
763,god,ghod1238,Godoberi,42.6666666667,46.0833333333,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
764,goe,goem1240,Goemai,8.66666666667,9.75,Africa,West Chadic,Afro-Asiatic,False,False
765,gog,gogo1265,Gogodala,-8.08333333333,142.833333333,Papunesia,Gogodala,Gogodala-Suki,False,False
766,goj,guja1253,Gojri,32.75,76.25,Eurasia,Indic,Indo-European,False,False
767,gok,goka1239,Gokana,4.58333333333,7.33333333333,Africa,Cross River,Niger-Congo,False,False
768,gol,gola1255,Gola,7.25,-10.8333333333,Africa,Mel,Niger-Congo,False,False
769,gon,None,Gondi,19.0,81.0,Eurasia,South-Central Dravidian,Dravidian,False,False
770,goo,goon1238,Gooniyandi,-18.3333333333,126.333333333,Australia,Bunuban,Bunuban,True,True
771,gor,goro1270,Gorowa,-4.5,36.5,Africa,Southern Cushitic,Afro-Asiatic,False,False
772,gos,None,German (Ostschweiz),47.4166666667,9.25,Eurasia,Germanic,Indo-European,False,False
773,gpz,None,German (Appenzell),47.3333333333,9.33333333333,Eurasia,Germanic,Indo-European,False,False
774,grb,barc1235,Grebo,5.0,-8.0,Africa,Kru,Niger-Congo,True,True
775,gre,kala1399,Greenlandic (East),65.0,-40.0,Eurasia,Eskimo,Eskimo-Aleut,False,False
776,grf,gari1256,Garífuna,15.6666666667,-88.0,North America,Caribbean Arawakan,Arawakan,False,False
777,grg,gura1252,Gurr-goni,-12.25,134.416666667,Australia,Burarran,Mangrida,False,False
778,grj,huar1255,Guarijío,27.75,-108.666666667,North America,Tarahumaran,Uto-Aztecan,False,False
779,grk,None,Greek (Modern),39.0,22.0,Eurasia,Greek,Indo-European,True,True
780,grm,gour1243,Gurma,12.25,1.0,Africa,Northern-Central Gur,Niger-Congo,False,False
781,grn,fare1241,Gurenne,10.8333333333,-0.916666666667,Africa,Northern-Central Gur,Niger-Congo,False,False
782,gro,guro1248,Guro,7.0,-6.0,Africa,Eastern Mande,Mande,False,False
783,grp,kols1241,German (Ripuarian),51.0,7.0,Eurasia,Germanic,Indo-European,False,False
784,grr,gara1269,Garrwa,-17.0833333333,137.166666667,Australia,Garrwan,Garrwan,False,False
785,grs,garu1246,Garus,-4.95,145.666666667,Papunesia,Madang,Trans-New Guinea,False,False
786,grt,goro1259,Gorontalo,0.5,122.0,Papunesia,Greater Central Philippine,Austronesian,False,False
787,grw,None,Greenlandic (West),64.0,-51.0,Eurasia,Eskimo,Eskimo-Aleut,True,True
788,gsl,gree1271,Greek Sign Language,38.5,22.0,Eurasia,Sign Languages,other,False,False
789,gso,None,Greenlandic (South),60.0,-44.0,Eurasia,Eskimo,Eskimo-Aleut,False,False
790,gtg,None,German (Thurgau),47.5833333333,9.16666666667,Eurasia,Germanic,Indo-European,False,False
791,gth,None,German (Thuringian),51.0,11.0,Eurasia,Germanic,Indo-European,False,False
792,gti,None,German (Timisoara),45.75,21.25,Eurasia,Germanic,Indo-European,False,False
793,gto,guat1253,Guató,-17.0,-58.0,South America,Guató,Guató,False,False
794,gua,para1311,Guaraní,-26.0,-56.0,South America,Tupi-Guaraní,Tupian,True,True
795,gud,gude1246,Gude,10.4166666667,13.4166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
796,gue,guer1240,Guere,6.66666666667,-7.75,Africa,Kru,Niger-Congo,False,False
797,guf,gupa1247,Gupapuyngu,-12.0,136.0,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
798,gug,koka1244,Gugada,-30.0,134.0,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
799,guh,guhu1244,Guhu-Samane,-8.0,147.333333333,Papunesia,Binanderean,Trans-New Guinea,False,False
800,guj,guja1252,Gujarati,23.0,72.0,Eurasia,Indic,Indo-European,False,False
801,gul,gula1269,Gula (in Central African Republic),9.5,22.5,Africa,Bongo-Bagirmi,Central Sudanic,False,False
802,gum,kumb1268,Gumbaynggir,-30.1666666667,152.5,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
803,gun,nugu1242,Gunu,4.58333333333,11.25,Africa,Bantoid,Niger-Congo,False,False
804,guq,None,Guaque,1.0,-72.0833333333,South America,Cariban,Cariban,False,False
805,gur,guru1261,Gurung,28.3333333333,84.3333333333,Eurasia,Bodic,Sino-Tibetan,False,False
806,gus,gusi1247,Gusii,-0.75,34.8333333333,Africa,Bantoid,Niger-Congo,False,False
807,guu,gugu1255,Guugu Yimidhirr,-15.0,144.833333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
808,guw,gunn1250,Gungbe,6.5,2.5,Africa,Kwa,Niger-Congo,False,False
809,gvi,None,German (Viennese),48.1666666667,16.3333333333,Eurasia,Germanic,Indo-European,False,False
810,gwa,None,Gwari,9.5,7.0,Africa,Nupoid,Niger-Congo,False,False
811,gwe,west2356,German (Westphalian),52.0,7.5,Eurasia,Germanic,Indo-European,False,False
812,gwo,tyap1238,Gworok,9.91666666667,8.16666666667,Africa,Platoid,Niger-Congo,False,False
813,gyb,guay1257,Guayabero,2.83333333333,-72.0,South America,Guahiban,Guahiban,False,False
814,gyc,jiar1239,Gyarong (Cogtse),31.5,102.0,Eurasia,rGyalrong,Sino-Tibetan,False,False
815,gzu,None,German (Zurich),47.4166666667,8.5,Eurasia,Germanic,Indo-European,False,False
816,had,hadz1240,Hadza,-3.75,35.1666666667,Africa,Hadza,Hadza,False,False
817,hai,haid1248,Haida,53.0,-132.0,North America,Haida,Haida,False,True
818,hak,hakk1236,Hakka,25.0,116.0,Eurasia,Chinese,Sino-Tibetan,False,False
819,hal,hali1244,Halia,-5.25,154.666666667,Papunesia,Oceanic,Austronesian,False,False
820,ham,hamt1247,Hamtai,-7.5,146.25,Papunesia,Angan,Trans-New Guinea,False,True
821,han,hani1248,Hani,23.0,103.0,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
822,har,haru1245,Haruai,-5.08333333333,144.166666667,Papunesia,Piawi,Piawi,False,False
823,hat,hata1243,Hatam,-1.0,134.0,Papunesia,Hatam,West Papuan,False,False
824,hau,haus1257,Hausa,12.0,7.0,Africa,West Chadic,Afro-Asiatic,True,True
825,hav,hava1248,Havasupai,35.75,-112.5,North America,Yuman,Hokan,False,False
826,haw,hawa1245,Hawaiian,19.5833333333,-155.5,Papunesia,Oceanic,Austronesian,False,False
827,hay,wayu1241,Hayu,27.25,86.0,Eurasia,Mahakiranti,Sino-Tibetan,False,False
828,hba,hebr1245,Hebrew (Modern Ashkenazic),31.75,35.1666666667,Eurasia,Semitic,Afro-Asiatic,False,False
829,hcr,hait1244,Haitian Creole,19.0,-72.5,North America,Creoles and Pidgins,other,False,False
830,hdi,hdii1240,Hdi,11.8666666667,13.7166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
831,heb,None,Hebrew (Modern),31.5,34.8333333333,Eurasia,Semitic,Afro-Asiatic,True,True
832,heh,hehe1240,Hehe,-8.0,36.0,Africa,Bantoid,Niger-Congo,False,False
833,hei,heil1246,Heiltsuk,52.0,-127.5,North America,Northern Wakashan,Wakashan,False,False
834,hem,hemb1242,Hemba,-6.25,27.1666666667,Africa,Bantoid,Niger-Congo,False,False
835,her,here1253,Herero,-20.5833333333,19.0,Africa,Bantoid,Niger-Congo,False,False
836,hhu,hang1263,Hanga Hundi,-3.83333333333,142.916666667,Papunesia,Ndu,Sepik,False,False
837,hia,None,Hianacoto,0.833333333333,-71.0,South America,Cariban,Cariban,False,False
838,hid,hida1246,Hidatsa,47.0,-102.5,North America,Core Siouan,Siouan,False,False
839,hil,hili1240,Hiligaynon,10.25,123.0,Papunesia,Greater Central Philippine,Austronesian,False,False
840,hin,hind1269,Hindi,25.0,77.0,Eurasia,Indic,Indo-European,True,True
841,hix,hixk1239,Hixkaryana,-1.0,-59.0,South America,Cariban,Cariban,True,True
842,hks,hong1241,Hong Kong Sign Language,22.5,114.0,Eurasia,Sign Languages,other,False,False
843,hlb,halb1244,Halbi,21.0,81.0,Eurasia,Indic,Indo-European,False,False
844,hli,halk1245,Halkomelem (Island),49.2,-123.0,North America,Central Salish,Salishan,False,False
845,hln,hala1252,Halang,14.5,107.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
846,hlp,None,Hualapai,35.5,-113.75,North America,Yuman,Hokan,False,False
847,hlu,None,Halkomelem (Upriver),49.25,-121.916666667,North America,Central Salish,Salishan,False,False
848,hma,hmar1241,Hmar,24.1666666667,93.0,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
849,hmb,huam1247,Huambisa,-4.0,-78.0,South America,Jivaroan,Jivaroan,False,False
850,hmd,hmon1333,Hmong Daw,26.0,105.0,Eurasia,Hmong-Mien,Hmong-Mien,False,False
851,hmi,mini1256,Huitoto (Minica),-0.333333333333,-74.0,South America,Huitoto,Huitotoan,False,True
852,hmo,huam1250,Hmong Njua,28.0,105.0,Eurasia,Hmong-Mien,Hmong-Mien,True,True
853,hmr,hame1242,Hamer,5.0,36.5,Africa,South Omotic,Afro-Asiatic,False,False
854,hmu,nupo1240,Huitoto (Muinane),-2.41666666667,-71.0,South America,Huitoto,Huitotoan,False,False
855,hna,mina1276,Mina,10.3333333333,13.8333333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
856,hnd,hund1239,Hunde,-1.16666666667,28.8333333333,Africa,Bantoid,Niger-Congo,False,False
857,hnk,hinu1240,Hinuq,42.1666666667,46.0,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
858,hnn,hanu1241,Hanunóo,12.3333333333,121.25,Papunesia,Greater Central Philippine,Austronesian,False,False
859,hno,nort2938,Haida (Northern),54.0,-132.5,North America,Haida,Haida,False,False
860,ho,hooo1248,Ho,22.0,86.0,Eurasia,Munda,Austro-Asiatic,False,False
861,hoa,hoav1238,Hoava,-8.08333333333,157.5,Papunesia,Oceanic,Austronesian,False,False
862,hok,minn1241,Min (Southern),25.0,118.0,Eurasia,Chinese,Sino-Tibetan,False,False
863,hol,holo1240,Holoholo,-5.16666666667,29.9166666667,Africa,Bantoid,Niger-Congo,False,False
864,hop,hopi1249,Hopi,36.0,-110.0,North America,Hopi,Uto-Aztecan,False,False
865,hpd,hupd1244,Hup,0.166666666667,-69.25,South America,Nadahup,Nadahup,False,False
866,hre,hree1244,Hre,14.6666666667,108.666666667,Eurasia,Bahnaric,Austro-Asiatic,False,False
867,hrr,hara1271,Harari,9.25,42.1666666667,Africa,Semitic,Afro-Asiatic,False,False
868,hrs,hars1241,Harsusi,20.0,56.5,Eurasia,Semitic,Afro-Asiatic,False,False
869,hsl,hais1244,Haisla,54.0,-128.75,North America,Northern Wakashan,Wakashan,False,False
870,htc,huas1242,Huastec,22.0833333333,-99.3333333333,North America,Mayan,Mayan,False,False
871,hua,yaga1260,Hua,-6.33333333333,145.333333333,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
872,huc,huaa1248,=|Hoan,-25.5,25.0,Africa,=|Hoan,Kxa,False,False
873,hui,huic1243,Huichol,22.0,-104.0,North America,Corachol,Uto-Aztecan,False,False
874,hum,muru1274,Huitoto (Murui),-1.0,-73.5,South America,Huitoto,Huitotoan,False,False
875,hun,hung1274,Hungarian,47.0,20.0,Eurasia,Ugric,Uralic,False,True
876,hup,hupa1239,Hupa,41.0833333333,-123.666666667,North America,Athapaskan,Na-Dene,False,False
877,hve,sanm1287,Huave (San Mateo del Mar),16.2166666667,-95.0,North America,Huavean,Huavean,False,False
878,hwc,hawa1247,Hawaiian Creole,21.5,-158.0,North America,Creoles and Pidgins,other,False,False
879,hwr,gura1251,Hawrami,35.75,45.5,Eurasia,Iranian,Indo-European,False,False
880,hya,haya1250,Haya,-2.0,31.5,Africa,Bantoid,Niger-Congo,False,False
881,hyo,asho1236,Hyow,22.0833333333,92.4166666667,Eurasia,Kuki-Chin,Sino-Tibetan,False,False
882,hzb,hunz1247,Hunzib,42.1666666667,46.25,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,True
883,iaa,iaai1238,Iaai,-20.4166666667,166.583333333,Papunesia,Oceanic,Austronesian,False,False
884,iat,iatm1242,Iatmul,-4.25,143.25,Papunesia,Ndu,Sepik,False,False
885,iau,iauu1242,Iau,-3.16666666667,137.5,Papunesia,Lakes Plain,Lakes Plain,False,False
886,iba,iban1264,Iban,2.0,112.0,Papunesia,Malayo-Sumbawan,Austronesian,False,False
887,ibi,ibib1240,Ibibio,5.25,7.83333333333,Africa,Cross River,Niger-Congo,False,False
888,ibn,iban1267,Ibanag,17.5,121.666666667,Papunesia,Northern Luzon,Austronesian,False,False
889,ice,icel1247,Icelandic,65.0,-17.0,Eurasia,Germanic,Indo-European,False,False
890,ics,icel1236,Icelandic Sign Language,65.0,-18.0,Eurasia,Sign Languages,other,False,False
891,idn,idun1242,Iduna,-9.33333333333,150.25,Papunesia,Oceanic,Austronesian,False,False
892,ido,idom1241,Idoma,6.91666666667,7.5,Africa,Idomoid,Niger-Congo,False,False
893,idu,idum1241,Idu,29.3333333333,95.8333333333,Eurasia,Digaroan,Sino-Tibetan,False,False
894,ifi,ital1282,Italian (Fiorentino),43.75,11.25,Eurasia,Romance,Indo-European,False,False
895,ifm,teke1274,Ifumu,-3.66666666667,15.3333333333,Africa,Bantoid,Niger-Congo,False,False
896,ifu,bata1298,Ifugao (Batad),16.8333333333,121.083333333,Papunesia,Northern Luzon,Austronesian,False,False
897,iga,inga1252,Inga,1.0,-77.0,South America,Quechuan,Quechuan,False,False
898,igb,nucl1417,Igbo,6.0,7.33333333333,Africa,Igboid,Niger-Congo,False,True
899,ige,iged1239,Igede,7.0,8.16666666667,Africa,Idomoid,Niger-Congo,False,False
900,ign,igna1246,Ignaciano,-15.1666666667,-65.4166666667,South America,Bolivia-Parana,Arawakan,False,False
901,igs,gaam1241,Ingessana,11.5,34.0,Africa,Eastern Jebel,Eastern Sudanic,False,False
902,iha,ihaa1241,Iha,-2.91666666667,132.25,Papunesia,West Bomberai,West Bomberai,False,False
